k,c
4.014999866485595703e-01,4.678121093750000000e+03
5.227142572402954102e-01,3.832858886718750000e+03
6.439285278320312500e-01,3.191630371093750000e+03
7.651428580284118652e-01,2.700833007812500000e+03
8.863571286201477051e-01,2.326690429687500000e+03
1.007571458816528320e+00,2.042609130859375000e+03
1.128785729408264160e+00,1.825890014648437500e+03
1.250000000000000000e+00,1.660141235351562500e+03
