k,c
1.275000046007335186e-03,3.534636230468750000e+03
2.062499988824129105e-03,2.854150390625000000e+03
2.850000048056244850e-03,2.362409912109375000e+03
3.637500107288360596e-03,2.006160888671875000e+03
4.424999933689832687e-03,1.748274902343750000e+03
5.212500225752592087e-03,1.562034667968750000e+03
6.000000052154064178e-03,1.427243652343750000e+03
