k,c
4.014999866485595703e-01,4.678163085937500000e+03
5.227142572402954102e-01,3.833674804687500000e+03
6.439285278320312500e-01,3.192252929687500000e+03
7.651428580284118652e-01,2.702926757812500000e+03
8.863571286201477051e-01,2.329631103515625000e+03
1.007571458816528320e+00,2.044131591796875000e+03
1.128785729408264160e+00,1.826382812500000000e+03
1.250000000000000000e+00,1.660494140625000000e+03
