kH,c_analytical
3.216079999999999828e+00,2.879544538752428551e+00
3.217447023632660219e+00,2.878294314381270702e+00
3.226767245023379971e+00,2.869983277591973803e+00
3.236748835975380878e+00,2.861672240802675571e+00
3.238617424749163920e+00,2.860159592410204787e+00
3.246249025106978436e+00,2.853361204013378227e+00
3.256151850270238235e+00,2.845050167224080440e+00
3.261154849498327568e+00,2.841030599274292356e+00
3.266015379959763987e+00,2.836739130434782652e+00
3.275859007571372050e+00,2.828428093645484864e+00
3.283692274247491660e+00,2.822184752948760256e+00
3.286056056648529733e+00,2.820117056856187077e+00
3.295859309578007768e+00,2.811806020066889733e+00
3.306229698996655308e+00,2.803610057280144119e+00
3.306362534052869950e+00,2.803494983277592389e+00
3.316143667777422088e+00,2.795183946488294602e+00
3.326644968334642627e+00,2.786872909698996814e+00
3.328767123745819401e+00,2.785243148025879023e+00
3.336704760062699116e+00,2.778561872909699026e+00
3.347203393990792808e+00,2.770250836120401239e+00
3.351304548494982605e+00,2.767130626203610611e+00
3.357536917054646963e+00,2.761939799331103451e+00
3.368052476566262055e+00,2.753628762541806108e+00
3.373841973244147141e+00,2.749267082818525054e+00
3.378636034818863099e+00,2.745317725752508764e+00
3.389188022747619655e+00,2.737006688963210976e+00
3.396379397993310789e+00,2.731644203457205933e+00
3.399999511483953185e+00,2.728695652173913189e+00
3.410607507685128326e+00,2.720384615384615401e+00
3.418916822742475325e+00,2.714254522044590168e+00
3.421626205967023715e+00,2.712073578595317613e+00
3.432310032950891987e+00,2.703762541806019826e+00
3.441454247491638085e+00,2.697091370947449107e+00
3.443516417631662829e+00,2.695451505016722482e+00
3.454296308577084140e+00,2.687140468227425139e+00
3.463991672240802622e+00,2.680148837967573971e+00
3.465671886269844126e+00,2.678829431438127351e+00
3.476568658600427852e+00,2.670518394648829563e+00
3.486529096989966270e+00,2.663421729657303061e+00
3.488095812337736135e+00,2.662207357859531776e+00
3.499131050183628133e+00,2.653896321070233988e+00
3.509066521739129918e+00,2.646905540489608910e+00
3.510792897909022159e+00,2.645585284280936200e+00
3.521989147030041956e+00,2.637274247491638857e+00
3.531603946488294010e+00,2.630596427504508394e+00
3.533769409361052105e+00,2.628963210702341513e+00
3.545150388482855242e+00,2.620652173913043725e+00
3.554141371237458102e+00,2.614491190135128207e+00
3.557033263402398227e+00,2.612341137123746382e+00
3.568624096434944271e+00,2.604030100334448150e+00
3.576678795986622195e+00,2.598587254992481554e+00
3.580594138711732377e+00,2.595719063545150362e+00
3.592421613004595837e+00,2.587408026755853019e+00
3.599216220735786287e+00,2.582882665459481419e+00
3.604463616217830957e+00,2.579096989966555231e+00
3.616556472895729346e+00,2.570785953177257888e+00
3.621753645484949047e+00,2.567376076013795583e+00
3.628655351945984986e+00,2.562474916387960100e+00
3.641044615508847837e+00,2.554163879598662312e+00
3.644291070234113583e+00,2.552066751267239475e+00
3.653185287433236894e+00,2.545852842809364525e+00
3.665904643263162122e+00,2.537541806020066737e+00
3.666828494983277231e+00,2.536954569778278046e+00
3.678071904032421902e+00,2.529230769230769393e+00
3.689365919732440879e+00,2.522000116005581827e+00
3.690929936818179602e+00,2.520919732441471606e+00
3.703336529059042981e+00,2.512608695652174262e+00
3.711903344481605416e+00,2.507215481030226734e+00
