k,c
1.275000046007335186e-03,3.534176269531250000e+03
2.062499988824129105e-03,2.853675537109375000e+03
2.850000048056244850e-03,2.361570312500000000e+03
3.637500107288360596e-03,2.005497070312500000e+03
4.424999933689832687e-03,1.747979492187500000e+03
5.212500225752592087e-03,1.561674926757812500e+03
6.000000052154064178e-03,1.426878173828125000e+03
