k,c
1.275000046007335186e-03,3.529822265625000000e+03
2.062499988824129105e-03,2.849780517578125000e+03
2.850000048056244850e-03,2.358615722656250000e+03
3.637500107288360596e-03,2.003767578125000000e+03
4.424999933689832687e-03,1.746947021484375000e+03
5.212500225752592087e-03,1.560899169921875000e+03
6.000000052154064178e-03,1.426421875000000000e+03
