k,c
1.275000046007335186e-03,3.533081542968750000e+03
2.062499988824129105e-03,2.852775390625000000e+03
2.850000048056244850e-03,2.361414550781250000e+03
3.637500107288360596e-03,2.005343017578125000e+03
4.424999933689832687e-03,1.747693481445312500e+03
5.212500225752592087e-03,1.561613891601562500e+03
6.000000052154064178e-03,1.426822998046875000e+03
