kH,c_analytical
2.895244777233235478e+00,2.084999999999999964e+00
2.899337786784011328e+00,2.084214046822742361e+00
2.901538461538461622e+00,2.083799802926396882e+00
2.903452014450072838e+00,2.083428093645484758e+00
2.907575361958641302e+00,2.082642140468227598e+00
2.909832775919732661e+00,2.082220466087241206e+00
2.911722895574479164e+00,2.081856187290969995e+00
2.915878595212295643e+00,2.081070234113712392e+00
2.918127090301003257e+00,2.080653498437482707e+00
2.920058249358347791e+00,2.080284280936454788e+00
2.924248373403264711e+00,2.079498327759196741e+00
2.926421404682274297e+00,2.079098775440928470e+00
2.928458995814827048e+00,2.078712374581939581e+00
2.932685679651561461e+00,2.077926421404682422e+00
2.934715719063545336e+00,2.077556178733860115e+00
2.936926149466080105e+00,2.077140468227424819e+00
2.941191596872764880e+00,2.076354515050167215e+00
2.943010033444815932e+00,2.076025596037538001e+00
2.945460822965958236e+00,2.075568561872909612e+00
2.949767311716351870e+00,2.074782608695652009e+00
2.951304347826086971e+00,2.074506921080727651e+00
2.954064231122186968e+00,2.073996655518394405e+00
2.958414118936329551e+00,2.073210702341136802e+00
2.959598662207358455e+00,2.073000053532240372e+00
2.962737695346111977e+00,2.072424749163879643e+00
2.967133426225008197e+00,2.071638795986622039e+00
2.967892976588628606e+00,2.071504898943396178e+00
2.971482648561720730e+00,2.070852842809364436e+00
2.975926759544730960e+00,2.070066889632107276e+00
2.976187290969899646e+00,2.070021368700372122e+00
2.980300640608867901e+00,2.069280936454849673e+00
2.984481605351170685e+00,2.068548933957138125e+00
2.984780798651835099e+00,2.068494983277592070e+00
2.989193344180497647e+00,2.067709030100334466e+00
2.992775919732441281e+00,2.067087490285727025e+00
2.993696220600995606e+00,2.066923076923076863e+00
2.998162561338017174e+00,2.066137123745819260e+00
3.001070234113712321e+00,2.065637336943277891e+00
3.002687272559945164e+00,2.065351170568561656e+00
3.007210230654372651e+00,2.064565217391304941e+00
3.009364548494983360e+00,2.064198407195152019e+00
3.011755912333281326e+00,2.063779264214046893e+00
3.016338435040381682e+00,2.062993311036789290e+00
3.017658862876253956e+00,2.062770639925628036e+00
3.020904241099794607e+00,2.062207357859531687e+00
3.025549410316090260e+00,2.061421404682274083e+00
3.025953177257524995e+00,2.061353979646929346e+00
3.030134512043120232e+00,2.060635451505016924e+00
3.034247491638796035e+00,2.059947548514966975e+00
3.034817342256262318e+00,2.059849498327759321e+00
3.039449139796865040e+00,2.059063545150501717e+00
3.042541806020066630e+00,2.058551461543296046e+00
3.044149823719699555e+00,2.058277591973244114e+00
3.048850710782589069e+00,2.057491638795986511e+00
3.050836120401337670e+00,2.057166240288161863e+00
3.053568504966915231e+00,2.056705685618728907e+00
3.058341994528285923e+00,2.055919732441471748e+00
3.059130434782608710e+00,2.055791850159021994e+00
3.063076170296813672e+00,2.055133779264214144e+00
3.067424749163879749e+00,2.054427579559292116e+00
3.067902479569997620e+00,2.054347826086956541e+00
3.072675798977611450e+00,2.053561872909699382e+00
3.075719063545150345e+00,2.053072896864091224e+00
3.077517347822928517e+00,2.052775919732441334e+00
3.082370578902414504e+00,2.051989966555183731e+00
3.084013377926421384e+00,2.051728861919279279e+00
3.087226716754031042e+00,2.051204013377926572e+00
3.092163921563477746e+00,2.050418060200669412e+00
3.092307692307692424e+00,2.050395460886298427e+00
3.097034011450093161e+00,2.049632107023411365e+00
3.100602006688963463e+00,2.049070734013038297e+00
3.101991569636899371e+00,2.048846153846153761e+00
3.106942896847680213e+00,2.048060200668896158e+00
3.108896321070234059e+00,2.047756319364389288e+00
3.111913540545692136e+00,2.047274247491638555e+00
3.116957295876308098e+00,2.046488294314381395e+00
3.117190635451505099e+00,2.046452411751876976e+00
3.121940463794124820e+00,2.045702341137123792e+00
3.125484949832776138e+00,2.045156906387108009e+00
3.127007384076217811e+00,2.044916387959866189e+00
3.132076554266771229e+00,2.044130434782608585e+00
3.133779264214046734e+00,2.043871495170246355e+00
3.137155334093009174e+00,2.043344481605350982e+00
3.142073578595317773e+00,2.042596172971447466e+00
3.142314671927057379e+00,2.042558528428093823e+00
3.147416481886200046e+00,2.041772575250836219e+00
3.150367892976588813e+00,2.041328919091236038e+00
3.152587149100344099e+00,2.040986622073578616e+00
3.157795682744003685e+00,2.040200668896321012e+00
3.158662207357859408e+00,2.040072009135978526e+00
3.162977258268798941e+00,2.039414715719063409e+00
3.166956521739130448e+00,2.038823734962133205e+00
3.168236476649425981e+00,2.038628762541805806e+00
3.173490224485094657e+00,2.037842809364548646e+00
3.175250836120401488e+00,2.037584612677983742e+00
3.178760017149536488e+00,2.037056856187291043e+00
3.183545150501672083e+00,2.036355059349845842e+00
3.184104818235687695e+00,2.036270903010033440e+00
3.189411686901580278e+00,2.035484949832775836e+00
3.191839464882943123e+00,2.035133461852391523e+00
3.194766860178061663e+00,2.034698996655518233e+00
3.200133779264214162e+00,2.033922071022454148e+00
3.200194626747965732e+00,2.033913043478261073e+00
3.205562812204997059e+00,2.033127090301003470e+00
3.208428093645484758e+00,2.032717764224021728e+00
3.211000881765972981e+00,2.032341137123745867e+00
3.216499200816247850e+00,2.031555183946488263e+00
3.216722408026755353e+00,2.031523725149165127e+00
3.221947382818605377e+00,2.030769230769230660e+00
3.225016722408026837e+00,2.030336786340700250e+00
3.227466205622675055e+00,2.029983277591973057e+00
3.233041184817580405e+00,2.029197324414715897e+00
3.233311036789297432e+00,2.029159827349765965e+00
3.238570266606186188e+00,2.028411371237458294e+00
3.241605351170568472e+00,2.027989851628015927e+00
3.244168033794688100e+00,2.027625418060200690e+00
3.249829156066923019e+00,2.026839464882943087e+00
3.249899665551839512e+00,2.026829810376978180e+00
3.255437475697333216e+00,2.026053511705685928e+00
3.258193979933110107e+00,2.025676338588140002e+00
3.261112709313472191e+00,2.025267558528428324e+00
3.266488294314381147e+00,2.024532607257215400e+00
3.266852823931452487e+00,2.024481605351170721e+00
3.272556240258253979e+00,2.023695652173913118e+00
3.274782608695652186e+00,2.023395679293114924e+00
3.278307793885803179e+00,2.022909698996655514e+00
3.283076923076922782e+00,2.022267750772836159e+00
3.284122742026425623e+00,2.022123745819397911e+00
3.289935098932954105e+00,2.021337792642140307e+00
3.291371237458194265e+00,2.021147358165845009e+00
3.295762162444223264e+00,2.020551839464883148e+00
3.299665551839464861e+00,2.020034837550974238e+00
3.301651298272609836e+00,2.019765886287625545e+00
3.307584008121222219e+00,2.018979933110367941e+00
3.307959866220735901e+00,2.018930911044682031e+00
3.313486116826890537e+00,2.018193979933110338e+00
3.316254180602006940e+00,2.017833426595279978e+00
3.319449136614373685e+00,2.017408026755852735e+00
3.324548494983277536e+00,2.016744759167772738e+00
3.325471427083488862e+00,2.016622073578595131e+00
3.331491521397893063e+00,2.015836120401337972e+00
3.332842809364548575e+00,2.015663126837485830e+00
3.337528479139133530e+00,2.015050167224080369e+00
3.341137123745819615e+00,2.014588923483179528e+00
3.343623793047252768e+00,2.014264214046822765e+00
3.349431438127090210e+00,2.013523166553698118e+00
3.349775987472159322e+00,2.013478260869565162e+00
3.355903292544184957e+00,2.012692307692307558e+00
3.357725752508361250e+00,2.012463541048925997e+00
3.362072218379730693e+00,2.011906354515049955e+00
3.366020066889632290e+00,2.011411726587447824e+00
3.368297346280902715e+00,2.011120401337792796e+00
3.374314381270902885e+00,2.010368015931854213e+00
3.374577351180225282e+00,2.010334448160535192e+00
3.380833019957114605e+00,2.009548494983277589e+00
3.382608695652174369e+00,2.009330183156012417e+00
3.387132234323189550e+00,2.008762541806019986e+00
3.390903010033444964e+00,2.008299940713414777e+00
3.393485878090149122e+00,2.007976588628762382e+00
3.399197324414715560e+00,2.007277485347638279e+00
3.399892765489421542e+00,2.007190635451505223e+00
3.406299629803348328e+00,2.006404682274247619e+00
3.407491638795986599e+00,2.006261304066078388e+00
3.412728675773610831e+00,2.005618729096990016e+00
3.415785953177257639e+00,2.005251887388685539e+00
3.419210748948848355e+00,2.004832775919732413e+00
3.424080267558528234e+00,2.004249965122830268e+00
3.425744794249024228e+00,2.004046822742474809e+00
3.432327771326447063e+00,2.003260869565217206e+00
3.432374581939799274e+00,2.003255367438571355e+00
3.438887468126868630e+00,2.002474916387960047e+00
3.440668896321070314e+00,2.002266096935383821e+00
3.445499157979857507e+00,2.001688963210702443e+00
3.448963210702340909e+00,2.001284050656898739e+00
3.452161910455131100e+00,2.000903010033444840e+00
3.457257525083611949e+00,2.000309120600453294e+00
3.458874848239125832e+00,2.000117056856187236e+00
3.465551839464882988e+00,1.999341201699367687e+00
3.465637145103400929e+00,1.999331103678929855e+00
3.472384879501414279e+00,1.998545150501672252e+00
3.473846153846153584e+00,1.998378537523796350e+00
3.479179270258034862e+00,1.997759197324414870e+00
3.482140468227424179e+00,1.997422646733586715e+00
3.486023426423083382e+00,1.996973244147157267e+00
3.490434782608695663e+00,1.996473532640527182e+00
3.492916637581008565e+00,1.996187290969899664e+00
3.498729096989966258e+00,1.995531100034416028e+00
3.499858240266764842e+00,1.995401337792642060e+00
3.506839709152744344e+00,1.994615384615384679e+00
3.507023411371237298e+00,1.994595051473818659e+00
3.513819939964518468e+00,1.993829431438127076e+00
3.515317725752508338e+00,1.993664245385546874e+00
3.520849313443328299e+00,1.993043478260869694e+00
3.523612040133778933e+00,1.992739911970010880e+00
3.527927281403524074e+00,1.992257525083612091e+00
3.531906354515050417e+00,1.991821965015133422e+00
3.535053339963541319e+00,1.991471571906354487e+00
3.540200668896321012e+00,1.990910320655338461e+00
3.542227028449541404e+00,1.990685618729096884e+00
3.548494983277591608e+00,1.990004897309228804e+00
3.549447928402530206e+00,1.989899665551839725e+00
3.556712379552227965e+00,1.989113712374581899e+00
3.556789297658863092e+00,1.989105531651673697e+00
3.563983056288922757e+00,1.988327759197324518e+00
3.565083612040133687e+00,1.988211200074744722e+00
3.571302239793695321e+00,1.987541806020066915e+00
3.573377926421404283e+00,1.987322916402339379e+00
3.578669631614954660e+00,1.986755852842809311e+00
3.581672240802675766e+00,1.986440606959373634e+00
3.586084975113541962e+00,1.985969899665552152e+00
3.589966555183946362e+00,1.985564200117606148e+00
3.593548054928875857e+00,1.985183946488294326e+00
3.598260869565216957e+00,1.984693626246656573e+00
3.601058696538055770e+00,1.984397993311036945e+00
3.606555183946488441e+00,1.983828817667132594e+00
3.608616765906417445e+00,1.983612040133779342e+00
3.614849498327759036e+00,1.982969708605796244e+00
3.616222169228108907e+00,1.982826086956521738e+00
3.623143812709030076e+00,1.982116235152719730e+00
3.623874852755829323e+00,1.982040133779264135e+00
3.631438127090301116e+00,1.981268335220353061e+00
3.631574802718958495e+00,1.981254180602006754e+00
3.639304021381921217e+00,1.980468227424749150e+00
3.639732441471572155e+00,1.980425496417029363e+00
3.647076765026508571e+00,1.979682274247491769e+00
3.648026755852842307e+00,1.979588016903761405e+00
3.654899141764528459e+00,1.978896321070234166e+00
3.656321070234113790e+00,1.978755990523346497e+00
3.662771286679289418e+00,1.978110367892976562e+00
3.664615384615384386e+00,1.977929361820565557e+00
3.670693378590779599e+00,1.977324414715719181e+00
3.672909698996655425e+00,1.977108077020841570e+00
3.678665640505183632e+00,1.976538461538461799e+00
3.681204013377926465e+00,1.976292083999714899e+00
3.686688340167748823e+00,1.975752508361204196e+00
3.689498327759197061e+00,1.975481332253990363e+00
3.694761790721097228e+00,1.974966555183946593e+00
3.697792642140468100e+00,1.974675772874488366e+00
3.702886351472219673e+00,1.974180602006688989e+00
3.706086956521739140e+00,1.973875358520387646e+00
3.711062428771594313e+00,1.973394648829431386e+00
3.714381270903009735e+00,1.973080043395145200e+00
3.719290477008346141e+00,1.972608695652174005e+00
3.722675585284281219e+00,1.972289783223933002e+00
3.727570999726022016e+00,1.971822742474916401e+00
3.730969899665551814e+00,1.971504535232605715e+00
3.735904550864121099e+00,1.971036789297658798e+00
3.739264214046822410e+00,1.970724258128154105e+00
3.744291736131070358e+00,1.970250836120401416e+00
3.747558528428093894e+00,1.969948912080642600e+00
3.752733214515077798e+00,1.969464882943143813e+00
3.755852842809364045e+00,1.969178458706603685e+00
3.761229699939991900e+00,1.968678929765886210e+00
3.764147157190634641e+00,1.968412861053896901e+00
3.769781963073911335e+00,1.967892976588628606e+00
3.772441471571906568e+00,1.967652083587994705e+00
3.778390833299405394e+00,1.967107023411371447e+00
3.780735785953176720e+00,1.966896092179711619e+00
3.787057200854784256e+00,1.966321070234113844e+00
3.789030100334448203e+00,1.966144854094366679e+00
3.795782019157061704e+00,1.965535117056856240e+00
3.797324414715719687e+00,1.965398337982371402e+00
3.804566307318212992e+00,1.964749163879598637e+00
3.805618729096989838e+00,1.964656513871254395e+00
3.813411152867304477e+00,1.963963210702341255e+00
3.813913043478260878e+00,1.963919353159108150e+00
3.822207357859531918e+00,1.963186720320317269e+00
3.822313202254362885e+00,1.963177257525083652e+00
3.830501672240802513e+00,1.962458146413944116e+00
3.831255116208909683e+00,1.962391304347826271e+00
3.838795986622073553e+00,1.961734100737626552e+00
3.840258678615671162e+00,1.961605351170568667e+00
3.847090301003344592e+00,1.961014559578849958e+00
3.849325219345758775e+00,1.960819397993311064e+00
3.855384615384615188e+00,1.960299500539452122e+00
3.858456148853377066e+00,1.960033444816053461e+00
3.863678929765886227e+00,1.959588902536804511e+00
3.867652962201020728e+00,1.959247491638795857e+00
3.871973244147157267e+00,1.958882745806453940e+00
3.876917243397098645e+00,1.958461538461538698e+00
3.880267558528427418e+00,1.958181011906246827e+00
3.886250670070593216e+00,1.957675585284280650e+00
3.888561872909698902e+00,1.957483683721972234e+00
3.895655018510314260e+00,1.956889632107023713e+00
3.896856187290969942e+00,1.956790745474544568e+00
3.905132169098455286e+00,1.956103678929766110e+00
3.905150501672240537e+00,1.956102182728767236e+00
3.913444816053511577e+00,1.955416808840970244e+00
3.914634061482494154e+00,1.955317725752508284e+00
3.921739130434782616e+00,1.954735705842991278e+00
3.924208945874949617e+00,1.954531772575250903e+00
3.930033444816053212e+00,1.954058879841439555e+00
3.933859679711956492e+00,1.953745819397993300e+00
3.938327759197324696e+00,1.953386320848441216e+00
3.943588502883530023e+00,1.952959866220735696e+00
3.946622073578595291e+00,1.952718020230284068e+00
3.953397785173292878e+00,1.952173913043478315e+00
3.954916387959865887e+00,1.952053970724555887e+00
3.963210702341137370e+00,1.951394092635353239e+00
3.963286859109230953e+00,1.951387959866220712e+00
3.971505016722407966e+00,1.950736969882183258e+00
3.973197271250153317e+00,1.950602006688963330e+00
3.979799331103678561e+00,1.950084017631241728e+00
3.983192407034864768e+00,1.949816053511705727e+00
3.988093645484950045e+00,1.949435232979811028e+00
3.993275086080196434e+00,1.949030100334448123e+00
3.996387959866220640e+00,1.948790614442525992e+00
4.003448293937120539e+00,1.948244147157190742e+00
4.004682274247491236e+00,1.948150161977746597e+00
4.012976588628762720e+00,1.947513202473104554e+00
4.013685820050150177e+00,1.947458193979933139e+00
4.021270903010033315e+00,1.946879210141536420e+00
4.023967278498449041e+00,1.946672240802675535e+00
4.029565217391304799e+00,1.946249320164052943e+00
4.034345033293846861e+00,1.945886287625417932e+00
4.037859531772575394e+00,1.945623536918376306e+00
4.044822649708045503e+00,1.945100334448160551e+00
4.046153846153845990e+00,1.945001866310819505e+00
4.054448160535116585e+00,1.944383456076699268e+00
4.055366117153721639e+00,1.944314381270902947e+00
4.062742474916388069e+00,1.943767895940337276e+00
4.065960078449645465e+00,1.943528428093645566e+00
4.071036789297658665e+00,1.943156398189506362e+00
4.076661102462605157e+00,1.942742474916387962e+00
4.079331103678930148e+00,1.942548973283258595e+00
4.087473469363649414e+00,1.941956521739130359e+00
4.087625418060200744e+00,1.941945633328524767e+00
4.095919732441471339e+00,1.941344195130255246e+00
4.098303963808785255e+00,1.941170568561872756e+00
4.104214046822741935e+00,1.940746654589954101e+00
4.109243934878452187e+00,1.940384615384615152e+00
4.112508361204013418e+00,1.940153162064982562e+00
4.120304215558749483e+00,1.939598662207357993e+00
