k,c
1.275000046007335186e-03,3.530429199218750000e+03
2.062499988824129105e-03,2.850234130859375000e+03
2.850000048056244850e-03,2.358846191406250000e+03
3.637500107288360596e-03,2.003934570312500000e+03
4.424999933689832687e-03,1.747067871093750000e+03
5.212500225752592087e-03,1.560941406250000000e+03
6.000000052154064178e-03,1.426326660156250000e+03
