k,c
3.307999968528747559e-01,4.636915039062500000e+03
4.548999965190887451e-01,3.560198486328125000e+03
5.789999961853027344e-01,2.809604492187500000e+03
7.030999660491943359e-01,2.286153808593750000e+03
8.271999955177307129e-01,1.921064331054687500e+03
9.512999653816223145e-01,1.666417480468750000e+03
1.075399994850158691e+00,1.488784423828125000e+03
1.199499964714050293e+00,1.364661865234375000e+03
