k,c
1.275000046007335186e-03,3.532775390625000000e+03
2.062499988824129105e-03,2.852673339843750000e+03
2.850000048056244850e-03,2.361340820312500000e+03
3.637500107288360596e-03,2.005068481445312500e+03
4.424999933689832687e-03,1.747888549804687500e+03
5.212500225752592087e-03,1.561565307617187500e+03
6.000000052154064178e-03,1.426754882812500000e+03
