k,c
4.014999866485595703e-01,4.677130859375000000e+03
5.227142572402954102e-01,3.835705566406250000e+03
6.439285278320312500e-01,3.192275390625000000e+03
7.651428580284118652e-01,2.701126953125000000e+03
8.863571286201477051e-01,2.328258056640625000e+03
1.007571458816528320e+00,2.043021972656250000e+03
1.128785729408264160e+00,1.826204956054687500e+03
1.250000000000000000e+00,1.660562988281250000e+03
