k,c
4.014999866485595703e-01,4.676832031250000000e+03
5.227142572402954102e-01,3.831843261718750000e+03
6.439285278320312500e-01,3.188133300781250000e+03
7.651428580284118652e-01,2.698385498046875000e+03
8.863571286201477051e-01,2.326166503906250000e+03
1.007571458816528320e+00,2.041156005859375000e+03
1.128785729408264160e+00,1.824781372070312500e+03
1.250000000000000000e+00,1.659273925781250000e+03
