kh1,c_over_beta_l
0.017347659915685654,1.665276116777464
0.022857816889882088,1.5104884149560092
0.02836797386407852,1.3976655630507833
0.033878128975629807,1.3158611456533298
0.03938828408718109,1.2603721507332142
0.044898442924022675,1.2207492869030243
0.05040859803557396,1.1920583915712217
0.05591875687241554,1.171674386020936
0.06142890453338623,1.1572796685461288
0.06693906337022781,1.1468497510496767
0.0724492222070694,1.1392885890538018
0.07795937359333038,1.1336988039712135
0.08346953243017197,1.1295074463800427
0.08897969126701355,1.1264437828557599
0.09448984265327454,1.1245440559357636
0.10000000149011612,1.1229635806758465
