k,c
3.307999968528747559e-01,4.637560546875000000e+03
4.548999965190887451e-01,3.561237304687500000e+03
5.789999961853027344e-01,2.810541503906250000e+03
7.030999660491943359e-01,2.286848632812500000e+03
8.271999955177307129e-01,1.921661865234375000e+03
9.512999653816223145e-01,1.666856567382812500e+03
1.075399994850158691e+00,1.489097900390625000e+03
1.199499964714050293e+00,1.364889160156250000e+03
