k,c
1.275000046007335186e-03,3.526326171875000000e+03
2.062499988824129105e-03,2.847953613281250000e+03
2.850000048056244850e-03,2.357453613281250000e+03
3.637500107288360596e-03,2.002926635742187500e+03
4.424999933689832687e-03,1.746338378906250000e+03
5.212500225752592087e-03,1.560426391601562500e+03
6.000000052154064178e-03,1.425930053710937500e+03
