kH,c_analytical
2.599472798979544308e+00,2.084999999999999964e+00
2.602773291760560603e+00,2.084214046822742361e+00
2.602943143812709526e+00,2.084173967021581309e+00
2.605993625883257891e+00,2.083428093645484758e+00
2.609281320679857075e+00,2.082642140468227598e+00
2.611237458193980121e+00,2.082182500576236883e+00
2.612578045009732008e+00,2.081856187290969995e+00
2.615854368340881031e+00,2.081070234113712392e+00
2.619208950794783330e+00,2.080284280936454788e+00
2.619531772575250717e+00,2.080209393712355581e+00
2.622491132471282071e+00,2.079498327759197185e+00
2.625835510298810238e+00,2.078712374581939581e+00
2.627826086956521756e+00,2.078252677681964755e+00
2.629190406181399542e+00,2.077926421404682422e+00
2.632525998892901953e+00,2.077140468227424819e+00
2.635942374352593376e+00,2.076354515050167215e+00
2.636120401337792796e+00,2.076313942440428661e+00
2.639279276039609989e+00,2.075568561872909612e+00
2.642688129035607680e+00,2.074782608695652009e+00
2.644414715719062947e+00,2.074390987591856472e+00
2.646094291634769391e+00,2.073996655518394405e+00
2.649497046035766523e+00,2.073210702341137246e+00
2.652709030100334431e+00,2.072485724212104863e+00
2.652970082469277902e+00,2.072424749163879643e+00
2.656368142513230168e+00,2.071638795986622039e+00
2.659849825682769620e+00,2.070852842809364436e+00
2.661003344481605470e+00,2.070596046139634439e+00
2.663300522201566878e+00,2.070066889632106832e+00
2.666778924473708567e+00,2.069280936454849673e+00
2.669297658862876066e+00,2.068723106621620289e+00
2.670293372430331935e+00,2.068494983277592070e+00
2.673769919896800573e+00,2.067709030100334466e+00
2.677333452644409917e+00,2.066923076923076863e+00
2.677591973244147106e+00,2.066866630194779120e+00
2.680822068840715389e+00,2.066137123745819260e+00
2.684385304333731348e+00,2.065351170568561656e+00
2.685886287625418145e+00,2.065025219536400503e+00
2.687934709541364153e+00,2.064565217391304497e+00
2.691499109107730714e+00,2.063779264214046893e+00
2.694180602006689185e+00,2.063200196995338853e+00
2.695107259433470404e+00,2.062993311036789290e+00
2.698674278727181353e+00,2.062207357859531687e+00
2.702332353322398184e+00,2.061421404682273639e+00
2.702474916387959780e+00,2.061391071509228290e+00
2.705910305129994420e+00,2.060635451505016924e+00
2.709572783068823210e+00,2.059849498327759321e+00
2.710769230769231264e+00,2.059596420133626538e+00
2.713206758801094853e+00,2.059063545150501717e+00
2.716875152038871644e+00,2.058277591973244114e+00
2.719063545150501859e+00,2.057817463779078260e+00
2.720563287410941555e+00,2.057491638795986511e+00
2.724239111349106679e+00,2.056705685618728907e+00
2.727357859531772455e+00,2.056053954236588321e+00
2.727979614715456691e+00,2.055919732441471748e+00
2.731664391167083039e+00,2.055133779264214144e+00
2.735445679215819936e+00,2.054347826086956541e+00
2.735652173913043494e+00,2.054305344595387606e+00
2.739150799880224252e+00,2.053561872909698938e+00
2.742943180437590556e+00,2.052775919732441334e+00
2.743946488294314090e+00,2.052570837510597990e+00
2.746698223527869409e+00,2.051989966555183731e+00
2.750503306408222493e+00,2.051204013377926572e+00
2.752240802675585130e+00,2.050851186518205971e+00
2.754306625493339489e+00,2.050418060200668968e+00
2.758126037344288406e+00,2.049632107023411365e+00
2.760535117056856169e+00,2.049146177037957983e+00
2.761976046454374778e+00,2.048846153846153761e+00
2.765811434044711525e+00,2.048060200668896158e+00
2.768829431438127209e+00,2.047455602650487094e+00
2.769706604592331090e+00,2.047274247491638555e+00
2.773559638175260300e+00,2.046488294314381395e+00
2.777123745819397804e+00,2.045779264886891990e+00
2.777498496061966637e+00,2.045702341137123792e+00
2.781370872829232788e+00,2.044916387959865745e+00
2.785348720380226073e+00,2.044130434782608585e+00
2.785418060200668844e+00,2.044116872033177934e+00
2.789245443367756483e+00,2.043344481605350982e+00
2.793245457647990371e+00,2.042558528428093823e+00
2.793712374581939883e+00,2.042467866243873775e+00
2.797183738546060283e+00,2.041772575250836219e+00
2.801207763725877431e+00,2.040986622073578616e+00
2.802006688963210479e+00,2.040832646411163243e+00
2.805186231933497254e+00,2.040200668896321012e+00
2.809236153046185347e+00,2.039414715719063409e+00
2.810301003344481963e+00,2.039211043774348475e+00
2.813253483636453112e+00,2.038628762541805806e+00
2.817331230833454825e+00,2.037842809364548646e+00
2.818595317725752558e+00,2.037602896782289896e+00
2.821386142336684166e+00,2.037056856187291043e+00
2.825493695339846401e+00,2.036270903010033440e+00
2.826889632107023598e+00,2.036008050960518290e+00
2.829584947658422500e+00,2.035484949832775836e+00
2.833724340432965505e+00,2.034698996655518233e+00
2.835183946488294193e+00,2.034426358790461187e+00
2.837850732880790261e+00,2.033913043478261073e+00
2.842024058554004196e+00,2.033127090301003470e+00
2.843478260869565233e+00,2.032857679600592604e+00
2.846184428014311152e+00,2.032341137123745867e+00
2.850393844067300897e+00,2.031555183946488263e+00
2.851772575250836272e+00,2.031301879469376015e+00
2.854587063262934432e+00,2.030769230769230660e+00
2.858834797024761176e+00,2.029983277591973057e+00
2.860066889632106868e+00,2.029758831139878872e+00
2.863059772896179744e+00,2.029197324414715897e+00
2.867348127372637112e+00,2.028411371237458294e+00
2.868361204013377908e+00,2.028228413946025821e+00
2.871603799559099279e+00,2.027625418060200690e+00
2.875935159631137328e+00,2.026839464882943087e+00
2.876655518394648947e+00,2.026710513750442200e+00
2.880220499051322491e+00,2.026053511705685484e+00
2.884597338081356988e+00,2.025267558528428324e+00
2.884949832775919543e+00,2.025205022893880269e+00
2.888911345610461368e+00,2.024481605351170721e+00
2.893244147157190582e+00,2.023711712326807355e+00
2.893331981078062665e+00,2.023695652173913118e+00
2.897677937739572052e+00,2.022909698996655514e+00
2.901538461538461622e+00,2.022230020231934322e+00
2.902125172074193848e+00,2.022123745819397911e+00
2.906522004623013800e+00,2.021337792642140307e+00
2.909832775919732661e+00,2.020760348210755897e+00
2.910994956995298644e+00,2.020551839464883148e+00
2.915445413180834500e+00,2.019765886287625545e+00
2.918127090301003257e+00,2.019302612894225746e+00
2.919943228105392308e+00,2.018979933110367941e+00
