k,c
4.014999866485595703e-01,4.678211425781250000e+03
5.227142572402954102e-01,3.834184570312500000e+03
6.439285278320312500e-01,3.190179199218750000e+03
7.651428580284118652e-01,2.699607666015625000e+03
8.863571286201477051e-01,2.327099121093750000e+03
1.007571458816528320e+00,2.042920898437500000e+03
1.128785729408264160e+00,1.825550537109375000e+03
1.250000000000000000e+00,1.659908203125000000e+03
