k,c
3.307999968528747559e-01,4.634965820312500000e+03
4.548999965190887451e-01,3.558325683593750000e+03
5.789999961853027344e-01,2.807843750000000000e+03
7.030999660491943359e-01,2.284578613281250000e+03
8.271999955177307129e-01,1.919718627929687500e+03
9.512999653816223145e-01,1.665297973632812500e+03
1.075399994850158691e+00,1.487934814453125000e+03
1.199499964714050293e+00,1.364052368164062500e+03
