kh1,c_over_beta_l
0.017347659915685654,1.6769427064774516
0.022857816889882088,1.512038159216473
0.02836797386407852,1.4036173559666032
0.033878128975629807,1.3216610372430486
0.03938828408718109,1.2638592840896345
0.044898442924022675,1.2222054185265672
0.05040859803557396,1.1938513950746392
0.05591875687241554,1.173027552094681
0.06142890453338623,1.1581861495218448
0.06693906337022781,1.1475175657307268
0.0724492222070694,1.1397214117988166
0.07795937359333038,1.1341537563761606
0.08346953243017197,1.129906949372933
0.08897969126701355,1.1270505530786574
0.09448984265327454,1.1243892318243884
0.10000000149011612,1.1230571098046167
