k,c
1.275000046007335186e-03,3.534493164062500000e+03
2.062499988824129105e-03,2.853786132812500000e+03
2.850000048056244850e-03,2.361514648437500000e+03
3.637500107288360596e-03,2.005546020507812500e+03
4.424999933689832687e-03,1.748234130859375000e+03
5.212500225752592087e-03,1.562005249023437500e+03
6.000000052154064178e-03,1.427094482421875000e+03
